,Region,Pack_Size,Commodity,Organic_new1,Low_Price,High_Price,HEB_Price_Gallon,year,month,day,Store_Demand_Rand_NORMDIST
10071,6,0,0,0,2.49,3.99,3.4,5,10,2,7.9599189846880005
9347,2,1,1,0,3.99,3.99,3.99,5,5,8,8.117214358482723
9873,5,1,1,0,3.79,3.98,3.87,5,8,21,8.140259749857275
11283,3,4,2,1,1.0,1.0,1.0,3,6,30,8.01030731571862
12955,4,8,2,0,0.99,0.99,0.99,3,11,3,8.376273357466042
2147,4,5,1,0,1.67,3.99,2.88,3,8,24,8.63125860400439
3877,6,5,1,1,3.99,3.99,3.99,3,2,26,8.591879933924528
9076,5,5,1,0,1.99,2.5,2.32,5,3,6,8.591764623157216
1226,3,6,1,0,2.49,2.99,2.75,3,2,26,8.573391251048546
171,2,2,1,0,3.99,5.0,4.85,2,2,20,8.414470111971104
6295,4,1,1,0,3.99,3.99,3.99,1,6,11,7.974042314562454
12309,2,8,2,1,3.99,3.99,3.99,3,3,9,8.572491475668901
4202,2,5,1,0,1.66,3.0,1.92,3,4,28,8.761994501038398
10427,1,7,2,1,5.89,5.89,5.89,2,3,3,8.499947504163666
13204,3,7,2,0,2.49,2.89,2.76,0,7,9,8.67066983513268
2985,4,5,1,0,2.99,3.0,3.0,2,5,12,8.661258324942622
9109,1,5,1,0,1.33,3.0,1.92,5,3,13,8.492707991546787
9798,4,1,1,0,2.5,2.99,2.5,5,8,7,7.756466564847027
406,4,2,1,0,4.99,4.99,4.99,2,5,26,8.826119133626722
3707,2,1,1,0,3.99,3.99,3.99,3,1,26,8.022068134106302
11296,2,8,2,1,3.69,4.79,3.72,3,7,6,8.46256249693896
8433,6,3,1,0,5.99,5.99,5.99,4,10,10,8.594504488054195
12845,3,8,2,1,2.99,2.99,2.99,3,9,15,8.392087647378352
3362,5,0,0,0,2.49,4.49,4.39,2,10,13,8.0044416557181
8265,5,5,1,0,1.67,3.0,2.07,4,9,6,8.667580675784086
9386,5,1,1,0,2.99,5.49,3.44,5,5,15,8.186684267434066
2171,2,0,0,1,2.79,2.79,2.79,3,8,24,7.744582343072916
3284,2,0,0,1,3.99,3.99,3.99,2,9,2,8.307660113854759
7820,6,6,1,1,3.99,3.99,3.99,4,5,23,8.418731984881171
8554,6,0,0,1,3.99,5.99,5.96,4,11,1,8.09269068429157
5527,5,6,1,0,1.25,3.0,1.89,0,5,28,8.663945430924644
13175,5,4,2,1,1.0,1.0,1.0,0,6,12,8.092040064605575
10233,2,0,0,1,4.99,4.99,4.99,5,11,0,8.008059658095435
2600,4,6,1,1,3.5,3.5,3.5,3,11,17,8.602304929772286
9301,6,0,0,0,2.49,4.49,2.58,5,5,1,8.070932549292856
13387,2,4,2,1,1.0,1.25,1.07,1,0,24,8.0293049922907
461,3,1,1,0,4.49,4.49,4.49,2,6,24,7.9156169243323635
3283,6,2,1,0,3.49,4.49,3.92,2,9,2,8.3148117821043
13354,4,7,2,0,2.19,2.99,2.72,1,0,10,8.55976258885859
2263,6,3,1,0,5.99,9.99,7.41,3,9,15,8.425692112735664
12819,2,4,2,1,0.83,0.83,0.83,3,9,1,8.154700515236541
105,5,1,1,0,2.99,3.99,3.38,2,1,20,7.998978582614403
13467,1,7,2,0,1.99,2.79,2.21,1,3,4,8.8062387114451
6498,5,0,0,0,2.28,3.0,2.73,1,10,0,7.942587872180349
5857,3,1,1,0,2.99,5.0,4.83,1,0,10,7.843719569350947
9327,4,2,1,0,3.49,3.49,3.49,5,5,1,8.497015056723953
6072,4,3,1,0,6.99,6.99,6.99,1,3,4,8.502144736121917
11268,6,7,2,1,5.69,6.98,5.87,3,6,23,8.558012214005327
9748,6,0,0,1,4.49,4.49,4.49,5,7,24,8.363884884110497
5431,4,6,1,0,1.25,2.99,2.69,0,4,3,8.593008406683216
9497,2,2,1,0,3.99,4.49,4.26,5,6,6,8.533775649770554
9065,5,6,1,1,3.0,3.0,3.0,5,2,30,8.668050200788372
13540,4,8,2,0,1.25,1.25,1.25,1,4,30,8.548250881984734
7360,3,2,1,0,3.0,3.0,3.0,4,3,14,8.787291046462302
4934,2,3,1,0,5.99,5.99,5.99,3,9,22,8.565887415869177
526,3,6,1,0,1.99,2.5,2.07,2,7,21,8.762896335950044
4330,6,0,0,0,2.99,3.5,3.32,3,5,25,8.099905913482436
12923,2,7,2,1,6.79,6.79,6.79,3,10,12,8.520694327699465
316,4,5,1,0,2.0,2.99,2.15,2,4,29,8.760436120626927
9268,1,0,0,0,2.99,4.99,4.53,5,4,18,7.955577999702918
8962,5,2,1,0,3.5,3.5,3.5,5,2,9,8.572601303556333
8328,2,1,1,0,3.99,3.99,3.99,4,9,20,7.838596743848261
2441,1,6,1,0,1.33,2.99,1.33,3,10,19,8.642846912068025
13854,3,7,2,0,2.99,2.99,2.99,0,10,29,8.612095780998105
1247,6,0,0,0,0.89,3.5,2.51,3,3,2,7.7342139442143925
5762,5,2,1,0,2.99,5.19,5.13,0,9,4,8.559985393531647
2610,4,5,1,0,0.98,2.99,1.98,3,11,24,8.58644904133341
15058,2,4,2,1,0.5,0.5,0.5,5,2,9,7.983362500583855
9591,1,3,1,0,7.99,7.99,7.99,5,6,27,8.542417245586654
2809,6,6,1,0,1.99,2.99,2.84,2,2,20,8.79593420689346
12116,5,8,2,1,3.29,3.49,3.32,3,0,15,8.629861939200167
10529,2,8,2,0,2.0,4.29,2.42,2,6,10,8.181365968425087
7468,4,0,0,1,1.0,3.0,2.65,4,3,28,7.8377353259233455
11261,1,8,2,1,2.99,3.79,3.25,3,6,23,8.476768351491542
3209,3,6,1,1,3.99,3.99,3.99,2,8,4,8.606296160686178
8689,4,2,1,0,2.77,4.99,3.28,4,11,29,8.490264475548502
1617,4,2,1,0,2.99,2.99,2.99,3,5,4,8.347982679207734
8304,3,3,1,0,5.99,6.99,6.96,4,9,13,8.417004405976659
6478,5,1,1,0,2.99,4.48,4.12,1,9,3,8.012907917429516
10383,2,7,2,0,3.49,3.59,3.53,2,2,6,8.643945168231115
12628,5,8,2,0,1.66,2.99,2.91,3,6,30,8.5663816624484
8367,5,6,1,0,1.66,3.0,2.84,4,9,27,8.613448396235171
12454,1,4,2,1,1.0,1.0,1.0,3,4,21,8.228782197692292
4640,2,0,0,0,2.5,4.99,2.93,3,7,27,8.005500571744369
15149,5,8,2,1,3.49,3.49,3.49,5,3,13,8.489778268897709
59,6,2,1,0,3.29,3.99,3.9,2,0,23,8.647089541500494
7390,1,2,1,0,2.99,3.99,3.05,4,3,7,8.617061505081352
2859,5,5,1,0,1.99,2.5,2.32,2,3,17,8.607215456707399
15610,1,8,2,1,2.99,2.99,2.99,5,8,28,8.462311411156175
546,6,5,1,0,1.99,3.49,2.23,2,8,4,8.76542001642425
7289,6,0,0,1,5.99,5.99,5.99,4,1,25,7.712896890798514
13385,6,8,2,1,3.29,3.79,3.65,1,0,24,8.661246427195325
6098,2,1,1,0,3.49,4.39,3.85,1,3,18,7.852185500428991
746,4,2,1,0,3.79,3.99,3.88,2,10,13,8.270118199353577
15505,4,7,2,0,1.87,1.87,1.87,5,7,24,8.547839208361289
5517,6,1,1,0,2.87,3.49,3.39,0,5,28,8.039930036524584
9010,1,5,1,0,1.67,2.99,2.6,5,2,23,8.62587819122688
4258,6,2,1,0,2.99,3.5,3.4,3,5,4,8.191978112199015
3731,2,0,0,0,1.88,4.79,4.26,3,2,5,8.086281048050694
3571,2,5,1,0,1.99,3.0,2.68,3,0,29,8.640222016093615
2729,1,0,0,0,2.49,2.5,2.5,2,1,20,8.104964961200587
6362,5,6,1,0,1.66,3.0,2.78,1,7,8,8.63018300763833
10977,5,8,2,0,1.0,3.0,2.95,3,3,23,8.257324612339648
10234,4,0,0,1,4.99,5.99,5.47,5,11,0,7.867293722906113
13351,1,7,2,0,1.99,2.99,2.92,1,0,10,8.669395351906934
12397,6,8,2,0,1.0,2.5,2.18,3,0,8,8.578264534314025
5791,1,6,1,0,1.29,2.5,2.05,0,11,13,8.616547682917286
4213,6,3,1,0,4.99,6.99,5.74,3,4,28,8.269327959487626
13946,2,8,2,0,3.49,3.49,3.49,4,0,7,8.382475660741765
2877,4,2,1,0,4.99,4.99,4.99,2,3,17,8.416156956949903
15594,2,7,2,1,5.97,5.97,5.97,5,8,21,8.588791804060586
11614,4,7,2,1,4.99,4.99,4.99,3,11,3,8.397915898571132
9037,4,0,0,0,2.99,2.99,2.99,5,2,30,8.201576154923602
9644,3,5,1,1,3.49,3.49,3.49,5,7,10,8.588581420109293
14500,5,7,2,0,2.5,3.99,3.23,4,6,21,8.657287053004405
8831,1,0,0,0,2.5,2.99,2.84,5,1,9,8.108900429904935
13758,6,7,2,0,1.87,3.29,2.66,1,10,14,8.54038183625927
5328,6,3,1,0,5.99,6.99,6.33,0,2,22,8.52095637247067
11891,3,7,2,0,2.89,2.89,2.89,2,6,10,8.723718450262643
12638,5,7,2,1,4.28,4.28,4.28,3,6,30,8.433815473405355
14373,3,8,2,1,3.89,3.89,3.89,4,5,9,8.380140675159165
13349,5,8,2,0,1.66,1.99,1.72,1,0,10,8.522736956427792
15187,2,8,2,1,3.49,3.99,3.61,5,3,27,8.420276433697483
10333,1,8,2,1,2.99,3.59,3.1,2,0,23,8.48749253939723
7855,4,0,0,1,3.99,3.99,3.99,4,6,7,8.166833576856064
8631,2,5,1,0,1.49,3.0,2.13,4,11,22,8.620475105730732
3737,2,5,1,0,1.99,3.0,2.48,3,2,5,8.59705626431117
11356,4,7,2,0,1.79,2.98,2.85,3,7,27,8.618640262779158
4651,1,1,1,0,2.99,3.99,3.48,3,7,27,8.056786779377163
13306,1,4,2,1,1.0,1.0,1.0,0,9,4,8.176456454073064
3081,5,6,1,0,2.25,3.0,2.61,2,6,10,8.670363024185958
5415,4,5,1,0,1.25,2.99,2.07,0,4,3,8.620318470065568
1306,5,2,1,0,2.99,2.99,2.99,3,3,9,8.73683407596947
72,5,5,1,0,1.98,3.49,2.81,2,1,6,8.60469336742149
7380,6,1,1,0,2.88,3.99,3.24,4,3,7,8.027522387429814
11607,1,8,2,1,2.99,2.99,2.99,3,11,3,8.579503584892935
10197,1,2,1,0,3.99,3.99,3.99,5,10,23,8.649219991164626
457,5,5,1,0,2.0,2.99,2.84,2,6,24,8.797479107469394
7128,1,6,1,0,1.67,2.5,1.76,4,2,3,8.597814646328574
11119,1,8,2,0,1.0,1.25,1.25,3,5,4,8.137458420212033
3013,2,6,1,1,3.69,3.69,3.69,2,5,12,8.513373291584445
1890,6,2,1,0,2.99,5.49,5.35,3,6,30,8.601833359932359
11016,3,8,2,0,1.25,1.25,1.25,3,4,7,8.354745498611063
11104,0,7,2,0,3.79,3.79,0.0,3,4,28,8.38932407526409
6347,1,5,1,0,1.66,2.99,2.9,1,7,8,8.64817901724985
2429,1,5,1,0,1.33,2.99,1.81,3,10,19,8.588989029419269
8579,2,6,1,0,1.88,2.0,1.97,4,11,8,8.567914393832993
10187,6,5,1,0,2.0,3.0,2.57,5,10,23,8.710378856905397
13743,3,8,2,1,2.99,3.49,3.17,1,10,0,8.539449792246284
11900,6,8,2,1,2.99,4.39,4.18,2,6,10,8.343440978497993
11517,6,4,2,1,0.75,1.0,0.87,3,9,22,8.161976215327856
10212,3,1,1,0,2.99,2.99,2.99,5,11,0,8.099164218249546
12251,3,8,2,0,1.67,2.49,1.85,3,2,19,8.374028591641498
3520,6,3,1,0,5.99,8.99,7.42,3,0,15,8.627810353161738
3966,6,1,1,0,3.49,4.99,4.79,3,3,16,7.999989424996759
88,5,2,1,0,4.49,4.99,4.75,2,1,6,8.725467168574115
2401,6,1,1,0,3.49,3.49,3.49,3,10,12,8.03308725955132
14432,6,7,2,0,1.85,2.19,1.88,4,5,23,8.620442479722636
991,6,6,1,1,3.99,3.99,3.99,3,1,5,8.697903346332447
99,5,5,1,0,1.99,3.0,2.52,2,1,20,8.635752067054556
10369,3,7,2,0,3.79,3.79,3.79,2,1,20,8.516172292404793
10182,1,5,1,0,1.77,2.0,1.98,5,10,23,8.725818533883743
11748,5,8,2,1,2.99,3.99,3.56,2,2,6,8.71122448567914
14474,1,7,2,0,1.99,2.5,2.16,4,6,14,8.65608860490415
3265,5,5,1,0,1.99,2.99,2.01,2,9,2,8.596767266507916
5645,5,1,1,0,3.34,4.99,4.87,0,7,23,8.10552045428998
8814,6,6,1,0,1.77,2.99,2.15,5,1,2,8.691504948589301
7908,2,1,1,0,2.99,5.99,5.49,4,6,21,8.091951119440317
3194,1,6,1,0,1.66,2.5,2.3,2,8,4,8.759820525482017
8188,3,0,0,0,1.99,4.49,3.24,4,8,22,8.216890466582418
14248,2,7,2,1,5.69,5.69,5.69,4,3,21,8.54375067188151
11116,2,7,2,1,6.99,6.99,6.99,3,4,28,8.473884447884906
5929,3,1,1,0,3.88,5.49,5.18,1,1,7,7.929477795399
12349,4,7,2,1,5.79,6.49,6.32,3,3,23,8.434976725403887
8395,1,6,1,0,1.5,2.99,2.37,4,10,3,8.635034709143264
14627,3,4,2,1,1.0,1.0,1.0,4,7,25,8.192686864203361
23,6,6,1,0,2.0,2.5,2.08,2,0,9,8.7281949656252
14351,6,7,2,0,1.89,4.49,3.31,4,5,2,8.588054344931226
7856,5,0,0,1,5.99,5.99,5.99,4,6,7,7.846320008522301
15177,2,8,2,0,2.0,2.99,2.31,5,3,27,8.355145583891664
7793,5,1,1,0,3.49,3.49,3.49,4,5,23,8.168446185695563
10515,6,7,2,0,1.99,3.99,3.96,2,5,26,8.602119833356538
11568,6,7,2,1,6.98,6.98,6.98,3,10,12,8.533397878922838
145,5,0,0,1,4.49,4.49,4.49,2,2,6,8.189801634347202
2007,2,5,1,0,1.79,3.5,2.69,3,7,27,8.620708581595752
5124,3,5,1,1,4.99,4.99,4.99,3,10,26,8.738044876348381
5050,6,6,1,0,0.99,3.0,2.53,3,10,12,8.696385636309905
5056,6,2,1,0,3.49,3.49,3.49,3,10,12,8.646203241426296
9548,6,5,1,0,1.99,2.5,2.23,5,6,20,8.673858145007951
10917,2,7,2,0,2.99,3.39,3.16,3,2,26,8.552010977806473
15734,1,7,2,0,1.99,3.29,3.21,5,10,16,8.588543933868861
5679,3,1,1,0,3.0,3.0,3.0,0,8,6,8.187293331442012
758,2,0,0,0,2.49,4.99,3.99,2,10,27,7.71256556199372
4874,3,6,1,0,2.5,2.79,2.79,3,9,8,8.570544958657827
3381,4,6,1,0,1.59,2.99,2.12,2,10,13,8.575791940701867
3586,6,6,1,0,1.99,3.49,3.2,3,0,29,8.639552860063624
11484,4,7,2,0,1.99,3.29,2.3,3,9,15,8.659448189453492
5481,2,5,1,0,1.5,2.99,2.86,0,5,0,8.610977594989254
10025,6,6,1,0,1.67,3.0,2.1,5,9,19,8.723011159029184
1686,1,0,0,0,2.99,3.49,3.02,3,5,25,7.71153227811535
21,4,6,1,0,1.88,2.5,1.96,2,0,9,8.651740667424198
14246,6,8,2,1,4.49,4.49,4.49,4,3,21,8.509374015258222
1977,5,5,1,0,1.99,3.0,2.0,3,7,20,8.750776862713339
11921,3,4,2,1,1.19,1.19,1.19,2,6,24,8.170592333787152
12937,1,8,2,1,1.99,1.99,1.99,3,10,19,8.45320148147625
9196,2,2,1,0,2.99,3.99,3.9,5,3,27,8.322252683364178
12805,2,7,2,0,1.99,3.99,3.61,3,9,1,8.533159786614357
7024,2,5,1,1,3.99,3.99,3.99,4,1,4,8.711002160452376
9633,3,6,1,0,1.66,3.0,2.32,5,7,10,8.64433860712821
5468,3,6,1,0,1.5,3.99,3.84,0,4,17,8.552781480460121
3128,6,1,1,0,3.5,4.99,4.39,2,7,7,7.755655815099806
11669,4,7,2,0,2.19,2.29,2.24,2,0,9,8.509389440732775
12069,3,8,2,1,2.99,4.39,3.14,2,10,27,8.400450796914845
13704,5,8,2,1,3.5,3.5,3.5,1,8,19,8.402863553427974
11774,6,8,2,0,0.99,0.99,0.99,2,3,3,8.46332292195565
1020,4,2,1,0,2.99,3.79,3.4,3,1,12,8.606249708712832
3363,6,0,0,0,1.99,4.99,4.53,2,10,13,7.979571268385257
9944,2,1,1,0,3.99,3.99,3.99,5,9,5,8.240827456840027
6805,3,1,1,0,2.99,4.99,3.11,0,9,18,7.820088109978508
5449,6,0,0,0,1.99,2.99,2.5,0,4,17,8.110019463494627
6662,5,1,1,0,2.99,4.99,4.94,0,5,14,7.844576164704893
7773,4,0,0,1,3.99,6.49,6.41,4,6,0,8.325593102503799
7638,5,6,1,0,1.99,3.89,2.05,4,5,2,8.648897229668702
4126,3,5,1,1,3.99,3.99,3.99,3,0,8,8.546706435902037
9101,4,0,0,1,4.49,4.99,4.84,5,3,6,8.027174535813318
3925,1,1,1,0,2.99,2.99,2.99,3,3,9,7.84393077142273
1629,4,5,1,0,1.59,2.99,2.02,3,5,11,8.716477076914552
320,2,1,1,0,3.49,4.99,4.92,2,4,29,7.692740620102133
9462,4,6,1,0,1.66,2.5,1.83,5,5,29,8.582655483583329
14209,4,8,2,1,2.99,4.49,3.22,4,3,14,8.337549833236698
4871,4,3,1,0,5.99,5.99,5.99,3,9,8,8.621992664259864
7137,4,2,1,0,3.5,3.79,3.69,4,2,3,8.513988310436211
1885,6,6,1,0,1.49,2.99,1.55,3,6,30,8.74937018155114
277,2,6,1,1,3.98,3.98,3.98,2,4,1,8.701222819958904
7405,3,0,0,0,2.5,3.49,3.23,4,3,21,7.558403264893401
3649,4,3,1,0,7.99,7.99,7.99,3,1,12,8.61255601401152
15438,4,7,2,0,2.99,4.29,4.14,5,7,10,8.667320070943688
851,5,6,1,0,1.99,2.5,2.23,2,11,25,8.678350014213072
14450,4,8,2,0,1.0,2.49,2.49,4,6,7,8.544255382781175
6785,1,0,0,1,3.99,5.99,4.82,0,10,15,8.179096594550753
13128,1,7,2,0,1.99,3.0,2.91,0,5,0,8.461738699809631
6182,6,0,0,0,1.99,1.99,1.99,1,4,30,7.974805731494894
10874,5,8,2,1,3.49,3.49,3.49,3,2,5,8.394239585786433
11757,2,7,2,0,2.99,3.49,3.05,2,2,20,8.616427957656642
5600,2,6,1,1,2.5,2.5,2.5,0,6,26,8.713226409193979
1244,3,0,0,0,1.99,3.99,2.06,3,3,2,8.163780836966213
2009,4,5,1,0,1.67,2.99,1.74,3,7,27,8.47934343073185
1329,4,3,1,0,6.99,6.99,6.99,3,3,16,8.554299896861808
9723,3,5,1,0,1.88,2.5,2.16,5,7,24,8.80767678254329
14028,3,8,2,0,3.29,3.29,3.29,4,1,4,8.284122287004964
9814,5,2,1,0,3.99,3.99,3.99,5,8,7,8.671496699586086
15396,5,8,2,0,1.5,2.0,1.67,5,6,20,8.357804679794564
5572,1,5,1,0,1.5,2.5,1.59,0,6,26,8.685563724835191
11821,4,7,2,1,6.99,6.99,6.99,2,4,1,8.40591965607569
1437,5,1,1,0,2.99,2.99,2.99,3,4,7,8.086437415286333
5292,4,1,1,0,3.69,4.29,4.19,0,2,8,7.530663220695334
1627,2,5,1,0,1.5,3.0,2.29,3,5,11,8.5285083900544
1507,3,1,1,0,4.0,4.0,4.0,3,4,14,7.888263087896747
1012,1,6,1,0,1.69,2.5,2.3,3,1,12,8.71883194646601
172,3,2,1,0,3.49,3.49,3.49,2,2,20,8.55982096972958
8038,4,5,1,1,3.49,3.49,3.49,4,7,11,8.578833093400737
7157,1,5,1,0,1.33,3.5,1.33,4,2,17,8.68943461007218
373,6,5,1,1,3.69,3.69,3.69,2,5,12,8.449996296831882
3130,6,3,1,0,5.99,7.99,6.33,2,7,7,8.61742387682295
3218,6,0,0,0,3.29,3.99,3.5,2,8,18,8.0347511122275
11344,4,7,2,1,5.99,5.99,5.99,3,7,20,8.441954450550998
4210,2,3,1,0,7.99,7.99,7.99,3,4,28,8.374112532056756
11812,3,8,2,0,1.25,1.99,1.27,2,4,1,8.250242015108505
6880,2,2,1,0,3.99,3.99,3.99,4,0,7,8.472972153262765
979,6,6,1,0,1.99,2.99,2.23,3,1,5,8.685071893953356
6354,2,1,1,0,3.99,4.49,4.24,1,7,8,7.763009596405092
14750,1,8,2,0,1.5,1.5,1.5,4,9,20,8.406307828029306
10876,2,7,2,1,6.99,6.99,6.99,3,2,5,8.540533611607925
4433,1,5,1,0,1.79,2.5,2.39,3,6,16,8.651686098204518
9507,4,0,0,0,2.49,2.5,2.5,5,6,13,8.066198605322421
13868,3,8,2,0,1.25,1.25,1.25,0,10,1,8.548387731361903
5393,3,3,1,0,4.99,6.99,5.54,0,3,19,8.501285125989611
12797,6,8,2,1,3.99,4.29,4.29,3,8,24,8.64780900601065
13150,5,8,2,1,2.99,3.59,3.38,0,5,28,8.658554235961624
3592,6,2,1,0,5.79,5.79,5.79,3,0,29,8.689607309272724
15199,4,8,2,0,1.0,3.5,1.74,5,4,4,8.35119585218356
14751,3,8,2,0,1.0,1.0,1.0,4,9,20,8.45785720689096
2462,6,0,0,0,2.5,3.99,2.96,3,10,26,7.744723771378921
10201,4,0,0,0,1.99,3.99,2.53,5,11,0,8.019238584817526
6128,4,5,1,0,1.99,3.0,2.25,1,4,2,8.61582234993597
5084,5,6,1,0,1.66,2.5,2.38,3,10,19,8.769024890635086
14017,3,8,2,1,5.29,5.29,5.29,4,0,28,8.492114258301179
7311,6,1,1,0,3.0,3.0,3.0,4,3,0,7.983120819201498
846,5,3,1,0,7.99,7.99,7.99,2,11,25,8.636494852056867
6494,1,0,0,0,2.5,2.5,2.5,1,10,0,8.072850709529893
11528,4,8,2,1,4.29,4.29,4.29,3,9,29,8.366004912893876
9362,2,2,1,0,3.99,3.99,3.99,5,5,8,8.553813438452217
9379,3,5,1,0,2.5,2.5,2.5,5,5,15,8.57703939616484
5466,1,6,1,0,1.19,2.5,1.2,0,4,17,8.697589372052292
2759,6,2,1,0,3.99,4.99,4.18,2,1,20,8.580903292048163
9859,2,0,0,0,3.5,4.99,3.53,5,8,21,8.229552618605492
6631,2,3,1,0,6.99,7.99,7.87,1,11,26,8.432355709997486
15397,1,7,2,0,1.69,2.27,1.83,5,6,20,8.572760526391786
13915,1,8,2,1,2.29,3.79,2.45,0,9,18,8.606218786524575
6596,4,1,1,0,3.99,4.99,4.08,1,11,12,8.15264950255003
652,5,0,0,0,3.5,4.99,3.91,2,9,16,8.11804572549678
14608,4,8,2,0,0.99,1.0,1.0,4,7,25,8.373224461003222
5690,4,6,1,0,1.67,2.79,1.81,0,8,6,8.594672617863012
12648,4,7,2,0,1.79,3.19,2.44,3,7,6,8.635374870183991
1532,4,5,1,0,1.66,3.0,2.97,3,4,21,8.67205874694636
2235,3,6,1,0,2.5,2.79,2.76,3,9,8,8.760657915784988
7465,6,2,1,0,2.49,2.99,2.68,4,3,28,8.436949954649695
2109,6,5,1,0,2.0,2.5,2.04,3,8,17,8.624488989742444
1499,1,5,1,0,1.5,2.99,2.68,3,4,14,8.70982509631306
49,2,6,1,0,1.99,3.69,2.09,2,0,23,8.784086433163461
14848,5,8,2,0,1.67,1.67,1.67,4,11,1,8.529899024788161
11923,5,4,2,1,1.19,1.19,1.19,2,6,24,8.248945461946686
15598,0,4,2,1,0.87,0.87,0.0,5,8,21,8.109348350326778
10728,2,7,2,1,5.99,6.99,6.79,2,11,11,8.454372639045747
12874,6,4,2,1,0.75,1.0,0.81,3,9,22,8.233016410901547
6024,4,5,1,0,1.49,2.99,1.54,1,2,21,8.733691386913943
14065,2,7,2,0,1.99,2.5,2.49,4,1,18,8.629435363568623
7591,1,1,1,0,4.99,4.99,4.99,4,4,26,8.035196714000765
6264,3,3,1,0,4.88,6.99,6.52,1,5,27,8.462076196537772
7582,4,0,0,0,1.99,3.5,2.97,4,4,26,7.92523162158124
5512,5,5,1,0,1.67,3.0,2.75,0,5,28,8.642994639886242
6308,2,0,0,0,1.99,3.49,2.44,1,6,25,7.891916894755403
6548,4,6,1,0,1.99,2.5,2.13,1,10,14,8.609767930643255
13554,6,4,2,1,0.95,0.95,0.95,1,4,30,8.153796091512008
8776,3,6,1,0,1.67,2.79,2.11,5,0,26,8.628241540105899
13367,4,4,2,1,1.0,1.0,1.0,1,0,10,8.191949316301551
8372,2,0,0,1,4.49,4.49,4.49,4,9,27,8.073610680789093
1928,4,6,1,1,2.99,2.99,2.99,3,7,6,8.574716429504345
842,3,1,1,0,2.29,2.29,2.29,2,11,25,8.02101701344545
14923,5,8,2,1,3.5,3.99,3.59,4,11,29,8.502743066107378
1301,6,6,1,0,1.99,2.5,2.45,3,3,9,8.604112585390816
12857,5,8,2,0,1.25,1.25,1.25,3,9,22,8.32400306013478
3353,4,5,1,1,3.99,3.99,3.99,2,9,30,8.548620411197138
13116,6,7,2,0,2.5,2.9,2.59,0,4,17,8.56477589154649
7753,4,1,1,0,2.99,6.49,5.73,4,6,0,8.022800860299553
15672,0,7,2,1,5.99,5.99,0.0,5,9,19,8.496293874684289
14452,2,7,2,0,1.69,2.5,1.94,4,6,7,8.66071802183589
417,5,6,1,1,3.5,3.69,3.67,2,5,26,8.651601288138805
15201,6,8,2,0,0.99,2.99,1.45,5,4,4,8.245671283311868
4203,3,5,1,0,1.99,2.49,2.41,3,4,28,8.60611694096821
14447,1,8,2,0,1.0,2.99,2.29,4,6,7,8.271547028486141
8886,1,6,1,0,1.49,2.79,2.01,5,1,23,8.69128296846632
14690,6,4,2,1,1.0,1.0,1.0,4,8,22,8.223787954038677
5662,5,2,1,0,2.99,3.34,3.03,0,7,23,8.617435787036557
9015,6,5,1,0,1.5,3.0,2.0,5,2,23,8.56148316068104
5859,5,1,1,0,3.99,3.99,3.99,1,0,10,7.922246936546564
13147,6,7,2,0,2.39,2.89,2.76,0,5,28,8.627148344213486
30,2,0,0,0,1.99,3.79,2.2,2,0,23,8.175697085661668
9672,2,2,1,0,3.49,4.29,3.82,5,7,3,8.636962258161715
6931,3,0,0,0,2.99,3.99,3.01,4,0,21,7.9466480685107
12893,2,8,2,0,2.5,4.99,4.92,3,10,5,8.419146925803338
10581,1,4,2,1,0.83,1.0,0.85,2,7,7,8.144976557567444
11242,2,8,2,1,3.99,4.29,4.16,3,6,16,8.301887873238924
12773,6,7,2,0,1.99,2.98,2.98,3,8,17,8.477345100279976
9256,1,6,1,0,1.5,3.29,3.06,5,4,11,8.58413657337612
2366,4,3,1,0,4.99,4.99,4.99,3,10,5,8.362805542551179
8811,3,6,1,0,1.99,2.49,2.31,5,1,2,8.782851047763925
12121,5,4,2,1,1.0,1.0,1.0,3,0,15,8.123620684847477
11017,0,7,2,0,3.09,3.49,0.0,3,4,7,8.49124022135447
13084,2,8,2,0,2.5,2.99,2.5,0,4,3,8.394000682686999
491,6,3,1,0,5.99,7.99,6.23,2,7,7,8.304486747234451
10366,5,8,2,0,1.99,1.99,1.99,2,1,20,8.393057395946594
15492,5,8,2,1,3.99,3.99,3.99,5,7,17,8.197005588239643
1059,5,0,0,0,1.99,2.99,2.11,3,1,26,8.166390491149809
11468,1,7,2,0,1.69,2.77,2.58,3,9,8,8.677616864294748
12663,1,8,2,0,1.0,4.29,1.47,3,7,13,8.466490054558601
14513,3,4,2,1,1.0,1.0,1.0,4,6,21,8.119043976452346
12487,5,7,2,0,1.99,2.59,2.51,3,5,4,8.649826337844457
8633,4,5,1,0,0.99,3.0,2.39,4,11,22,8.611807432461966
1883,4,6,1,0,1.48,2.98,2.01,3,6,30,8.650517526850019
6015,2,5,1,1,3.99,3.99,3.99,1,2,7,8.672893736518159
8108,4,0,0,1,4.49,4.49,4.49,4,7,25,8.055073589120799
1706,1,6,1,0,1.66,2.99,1.8,3,5,25,8.659706603607772
3751,1,6,1,0,1.88,3.49,3.03,3,2,5,8.752170003912905
9384,2,1,1,0,4.69,4.69,4.7,5,5,15,7.720095800292224
15665,6,7,2,0,1.89,2.97,2.58,5,9,19,8.616242552384177
11156,6,8,2,1,4.29,4.49,4.34,3,5,11,8.50182705069511
